What does this mean? <br /><h1>私も親の面倒とか見られないですね。</h1>;<h1>I can't look after my parents and such either.</h1>;33527 34123 43199 33811 45485 45548 45519 45525 45532 45569
What does this mean? <br /><h1>髪も上げたほうが私は好きだ。</h1>;<h1>I also prefer it with the hair worn up.</h1>;37013 33951 33527 33529 45480 45484 45485 45486 45552 45519
What does this mean? <br /><h1>この新聞はロハだ。</h1>;<h1>This newspaper is free.</h1>;33490 45525 36163 45480 45484
What does this mean? <br /><h1>政府が住民に問う一般投票を実施しました。</h1>;<h1>The government put the question to the people in a referendum.</h1>;35837 36573 42175 35623 40113 35071 34067 45486 45511 45512 45519 45568
What does this mean? <br /><h1>手が寒さで震えたは、少しオーバーですみません。</h1>;<h1>Sorry, "my hands shuddered with the cold" was a bit over the top.</h1>;33513 33669 36117 34005 39049 45571 45484 45486 45552 45514 45519 45582
What does this mean? <br /><h1>外を見ると雨が降り始めている。</h1>;<h1>Looking outside, I noticed that it was starting to rain.</h1>;34673 33811 34991 36829 33791 45544 45486 45511 45523 45581
What does this mean? <br /><h1>結果、雨の日は部屋の中でボール遊びをしています。</h1>;<h1>As a result, we play ball inside on rainy days.</h1>;35545 34991 44045 33657 42077 35451 35775 34067 45544 45484 45511 45514 45525 45568 45582
What does this mean? <br /><h1>「何を考えてるの？」「別に・・・」</h1>;<h1>"What are you thinking about?" "Nothin'..."</h1>;34859 33689 39587 45511 45525
What does this mean? <br /><h1>それは確かに一案です。</h1>;<h1>That's certainly one possibility.</h1>;33591 36443 45484 45512 45569
What does this mean? <br /><h1>ただ、調子を合わせているんじゃない。本当に、私の気持ちを分かっていて同情している目だった。</h1>;<h1>He wasn't just humouring me. Those were the eyes of someone who really understood my feelings and sympathised.</h1>;39133 40069 37991 45544 33749 33527 33919 34019 45544 38765 34067 45544 33965 45481 45482 45511 45519 45525 45581
What does this mean? <br /><h1>女性に彼氏がいるかいないかの探りを入れるベストな方法が有れば教えてください。</h1>;<h1>If there's a good way to sound out whether a woman has a boyfriend or not please tell me.</h1>;34805 45544 45544 34229 43853 34887 34205 33927 45486 45548 45511 45512 45519 45519 45525 45581 45570
What does this mean? <br /><h1>殺人事件の背後に潜むミステリーを解き明かせ。</h1>;<h1>Solve the mystery lurking behind the murder!</h1>;41403 36005 45511 45512 45519 45525
What does this mean? <br /><h1>いよいよ今週を限りに、しばらくのお休みです。</h1>;<h1>I've finally got some vacation coming as of the end of this week.</h1>;38587 33595 39999 34321 34503 45511 45512 45525 45569
What does this mean? <br /><h1>彼女は哀れを誘う有様だった。</h1>;<h1>She was in a piteous state.</h1>;33907 36459 45482 45484 45511 45519
What does this mean? <br /><h1>俺を哀れに思って助けてくれたのさ。</h1>;<h1>He took pity on me and helped me out.</h1>;44367 33683 36817 34127 45552 45511 45512 45519 45525 45530 45581
What does this mean? <br /><h1>彼はくたくたの背広を着ていた。</h1>;<h1>He was wearing a threadbare suit.</h1>;34179 37739 42671 33773 45544 45484 45552 45511 45525 45581
What does this mean? <br /><h1>彼はトロフィーを高々と差し上げた。</h1>;<h1>He held the trophy up high.</h1>;34179 38267 45484 45552 45511 45523
What does this mean? <br /><h1>木造建築物は火がつきやすい。</h1>;<h1>Wooden buildings catch fire easily.</h1>;41245 41175 35481 34629 34603 45484 45486
What does this mean? <br /><h1>靴ひもがとけた。</h1>;<h1>My shoelaces came undone.</h1>;37391 37405 45486 45552
What does this mean? <br /><h1>カーテンに火が点いた。</h1>;<h1>The curtain caught fire.</h1>;34407 34629 45486 45554 45512
What does this mean? <br /><h1>赤鉛筆を忘れた子どもには、きちんと借りに来させた。</h1>;<h1>I made sure that children who'd forgotten their red pencil came to borrow one.</h1>;35573 37065 33769 38147 35413 45484 45552 45511 45512 45516 45519
What does this mean? <br /><h1>あなたの美意識を満足させるものは何ですか？</h1>;<h1>What is it that satisfies your aesthetic sense?</h1>;34317 39433 34067 34859 45484 45511 45519 45525 45569 45570
What does this mean? <br /><h1>私の娘は尻が重いので困る。</h1>;<h1>My daughter's slowness to take action is a pain.</h1>;33527 33887 33699 36395 45484 45486 45525 45582
What does this mean? <br /><h1>気をつけて。警察の犬がかぎ回ってる。</h1>;<h1>Watch out! A police spy is snooping around.</h1>;34017 33613 36669 37205 36097 45486 45511 45525 45581
What does this mean? <br /><h1>あなたはどこの国の出身ですか。</h1>;<h1>Which country are you from?</h1>;34317 34057 33631 42055 45484 45525 45569 45570
What does this mean? <br /><h1>私は料理をしますが、とんでもなく下手くそです。</h1>;<h1>I cook, but I'm really crap at it.</h1>;33527 36595 34067 45484 45511 45519 45568 45569
What does this mean? <br /><h1>彼は敵を料理した。</h1>;<h1>He easily licked his opponent.</h1>;34179 43435 36595 34067 45484 45511
What does this mean? <br /><h1>良い所：様々なコンボで自由に敵を料理する楽しさ。</h1>;<h1>Good points: The pleasure of disposing of enemies with a variety of combos.</h1>;35789 40479 35565 43435 36595 34067 33953 45511 45512 45514 45519 45582
What does this mean? <br /><h1>ようやく夜が明けて長い夜が終わった。</h1>;<h1>Finally dawn broke; the long night had ended.</h1>;37627 37599 37595 34211 37599 33981 45486 45556 45581
What does this mean? <br /><h1>年を取ると目ざとくなる。</h1>;<h1>As one grows old, one becomes a light sleeper.</h1>;33797 33735 34277 45511 45523 45529
What does this mean? <br /><h1>ここの下りも手掛かりがないので危険だ。</h1>;<h1>The downclimb here is also dangerous as there are no handholds.</h1>;33507 35087 36575 45480 45485 45486 45551 45525 45582
What does this mean? <br /><h1>明るい笑顔で2人は光り輝く未来を歩み始めたんだ。</h1>;<h1>Smiling cheerfully, the two began to walk off into their brilliant future.</h1>;35411 42241 34115 36513 33791 45480 45484 45552 45511 45514 45519 45582
What does this mean? <br /><h1>彼は思ったことを口にする。</h1>;<h1>He's a plain speaker.</h1>;34179 33683 33553 34067 45484 45556 45511 45512 45519
What does this mean? <br /><h1>条約の精神が没却されていた。</h1>;<h1>The spirit of the treaty was ignored.</h1>;40547 41111 34067 45544 45486 45552 45519 45525 45581
What does this mean? <br /><h1>社長が社員の主体的な取り組みを促した。</h1>;<h1>The president urged employees to act on their initiative.</h1>;34565 36457 40231 42915 45486 45553 45511 45519 45525
What does this mean? <br /><h1>終わったあとも足が軽い感じがしました。</h1>;<h1>I felt very light on my feet afterwards.</h1>;33981 33935 34261 40625 34067 45485 45486 45556 45519 45568
What does this mean? <br /><h1>それが高1の時だから17年が経ちました。</h1>;<h1>That was when I was in the first year at high school, so 17 years have passed since then.</h1>;33591 33787 45586 33797 34893 45480 45486 45525 45568 45585
What does this mean? <br /><h1>彼女は率直にものを言う。</h1>;<h1>She's a plain speaker.</h1>;33907 39799 34177 45484 45511 45512
What does this mean? <br /><h1>これは兄です。かっこいいですね。</h1>;<h1>This is my brother. Handsome, isn't he?</h1>;33489 34139 45541 45484 45539 45532 45569
What does this mean? <br /><h1>上司は僕の仕事振りがいい加減だと決め付けた。</h1>;<h1>My boss took me to task for the poor quality of my work.</h1>;42973 34237 34001 41097 33691 36341 45480 45484 45486 45552 45523 45525
What does this mean? <br /><h1>犯人だと思っていた男は事件とは何の関係もなかった。</h1>;<h1>The man I thought was the criminal didn't have any connection to the incident.</h1>;40753 33683 45544 33593 36005 34859 35957 45480 45484 45485 45539 45552 45519 45523 45525 45581
What does this mean? <br /><h1>娘はいつも、約束を守らない母親に苛立っていた。</h1>;<h1>The daughter was irritated with her mother, who always broke her promises.</h1>;33887 38947 36265 36261 39137 45544 45484 45549 45552 45511 45512 45519 45581
What does this mean? <br /><h1>窓を開ける時は、カーテンは閉めないで下さい。</h1>;<h1>Please don't draw the curtains when the window is open.</h1>;35251 44797 33787 34407 33555 38607 45484 45548 45511 45514 45519 45582
What does this mean? <br /><h1>僕には彼女の言うことが分かった。</h1>;<h1>I got what she was saying.</h1>;34237 33907 34177 34019 45484 45486 45556 45512 45516 45519 45525
What does this mean? <br /><h1>僕的にはもっと地味ってか渋い服が欲しいんですけどね。</h1>;<h1>For my tastes, I'd prefer plainer, or rather, more tasteful clothing.</h1>;34237 33623 42819 45413 33857 34265 45484 45486 45512 45516 45532 45569
What does this mean? <br /><h1>それを発明した教授は大学から相当の対価を受ける権利がある。</h1>;<h1>The professor who invented it has the right to reasonable remuneration from the university.</h1>;33591 43501 34067 36787 33721 45586 40163 35945 42337 45546 45484 45486 45511 45519 45525
What does this mean? <br /><h1>化学物質に敏感な人々への配慮がない。</h1>;<h1>No consideration is paid to people who are sensitive to chemicals.</h1>;43013 41649 44357 35299 45486 45551 45512 45513 45519 45525
What does this mean? <br /><h1>彼の声は悪霊の突然の咆哮にかき消される。</h1>;<h1>His voice was drowned out by the wraith's sudden howl.</h1>;34179 36805 43271 45484 45512 45519 45525
What does this mean? <br /><h1>当時の農家の暴利はすさまじかった。</h1>;<h1>The bloated profits of farmers at the time were something again.</h1>;35393 41869 45484 45539 45525
What does this mean? <br /><h1>それは定石通りというだけで、手を抜いたわけではないのです。</h1>;<h1>That's just standard practise, it's not like they're cutting corners.</h1>;33591 34529 33513 41927 45484 45551 45554 45511 45519 45519 45523 45525 45582 45569
What does this mean? <br /><h1>今日は不燃物のゴミの日です。</h1>;<h1>Today is a non-burnable rubbish day.</h1>;33607 35481 44045 45484 45525 45569
What does this mean? <br /><h1>そうです、異常音は空冷ファンの最後の断末魔だったのです。</h1>;<h1>That's right, that strange sound was the final death scream of the cooling fan.</h1>;33685 40041 43723 39165 34655 45482 45484 45519 45525 45569
What does this mean? <br /><h1>ここで使われている文法形式は現在進行形である。</h1>;<h1>The grammatical form employed here is the present progressive.</h1>;33507 33647 45544 38209 41361 35069 40355 37459 45546 45484 45514 45519 45582
What does this mean? <br /><h1>この公園の西側に近いところは、道路の騒音も大きいが、奥にはいるともう聞こえない。</h1>;<h1>Near the west side of the park there's a lot of noise from the road, but when you go into the park you can't hear it any more.</h1>;33490 45525 35707 33625 33849 34539 43121 34053 36919 45544 35663 36179 45484 45485 45548 45512 45516 45523 45525
What does this mean? <br /><h1>遊び相手がなくて孤独だった。</h1>;<h1>I was lonely, with nobody to play with.</h1>;35775 36511 43513 45482 45486 45582
What does this mean? <br /><h1>予定日の夕方に破水しました。</h1>;<h1>My water broke on the evening of the predicted birth date.</h1>;34963 44045 35007 34067 45512 45525 45568
What does this mean? <br /><h1>職場・仕事の変化で、かなりストレスがたまっているのもある。</h1>;<h1>I've also built up a lot of stress from the change in job and work-place.</h1>;41377 34001 34977 33913 39657 45544 45546 45485 45486 45514 45519 45525 45582
What does this mean? <br /><h1>私はストレスがたまると食欲がなくなるのではなく、逆に何か食べないと気が済まなくなる。</h1>;<h1>I don't lose my appetite when I get stressed, rather I can't calm down unless I eat something.</h1>;33527 39657 38651 41671 34859 33577 34017 34277 45484 45486 45548 45512 45519 45519 45523 45525 45529 45582 45570
What does this mean? <br /><h1>町中見物でもするか？</h1>;<h1>Shall we go sightseeing around town?</h1>;39389 36499 45502 34067 45570
What does this mean? <br /><h1>ストレスが胃の粘膜を荒らす原因のひとつは次のように考えられています。</h1>;<h1>The following is thought to be one of the reasons stress damages the stomach's mucous membrane.</h1>;39657 36691 35755 33777 34231 33689 45544 45484 45486 45511 45512 45519 45525 45568 45581
What does this mean? <br /><h1>安価な簡易住宅を提供します。</h1>;<h1>We offer low-cost prefabricated houses.</h1>;36285 35795 34067 45511 45519 45568
What does this mean? <br /><h1>あなた同様私もヤフオクの評価が信じられません。</h1>;<h1>I also, same as you, don't trust Yahoo Auction ratings.</h1>;34317 35391 33527 35971 35569 45485 45486 45519 45525 45568
What does this mean? <br /><h1>もうよろしくてよ。実のない会話にはうんざりですわ。</h1>;<h1>That is enough. I have had it with fruitless conversation.</h1>;35663 36851 42511 35295 45484 45551 45512 45516 45525 45533 45581 45569
What does this mean? <br /><h1>食べられることなくそのたこは、海に帰ったのであった。</h1>;<h1>That octopus returned to the sea without being eaten.</h1>;33577 37541 34569 33537 45546 45484 45556 45512 45519 45525 45582
What does this mean? <br /><h1>特定の企業を賞賛する書き込みや、逆にライバル企業を貶める書き込みが多い2ch。</h1>;<h1>2ch, where there are many posts praising specific companies, or, conversely, denigrating their rivals.</h1>;40751 35361 34067 41671 35361 33695 45486 45511 45512 45519 45525
What does this mean? <br /><h1>彼女は無邪気なのか羞恥心がないのか。</h1>;<h1>Is she an innocent, or is she just shameless?</h1>;33907 44997 45484 45486 45551 45519 45525 45570
What does this mean? <br /><h1>仕事をそつなくこなすことを会社は求めていることはわかります。</h1>;<h1>I know companies are looking for work carried out flawlessly.</h1>;34001 35899 42191 45544 45484 45511 45519 45529 45568 45581
What does this mean? <br /><h1>実施設計とは基本設計で決まった計画を、工事ができる図面に書く作業です。</h1>;<h1>Detailed design is the work of drawing up a diagram that is capable of being manufactured from the plan set in the baseline design.</h1>;35071 35731 35697 35731 34111 35363 35107 33931 34905 45484 45486 45556 45511 45512 45514 45519 45523 45582 45569
What does this mean? <br /><h1>企業経営で活躍するために必要となるのが多くの仲間と仕事を遂行するための協調精神です。</h1>;<h1>What you need to take part in business management is the team spirit to work with many colleagues.</h1>;35361 36507 42765 34067 33993 34903 34277 35215 42101 34001 34067 33993 41111 45486 45511 45512 45514 45519 45523 45525 45582 45569
What does this mean? <br /><h1>玄関にも取り付け可能な暗証タイプです。</h1>;<h1>This is a code lock type that you can use on the entranceway as well.</h1>;37117 34723 38773 45485 45512 45516 45519 45519 45569
What does this mean? <br /><h1>勝手に水質検査を行ったあげく浄水器を売りつけるなど、悪質な訪問販売が多発しています。</h1>;<h1>There are frequent instances of malicious door-to-door selling, such as pushing water purifiers on people after carrying out water quality tests without permission.</h1>;38195 40097 34495 39827 40555 42125 35249 34067 45544 45486 45556 45511 45512 45519 45519 45568 45581
What does this mean? <br /><h1>いびつな野菜はお嫌いですか？</h1>;<h1>Do you hate misshapen vegetables?</h1>;34591 34201 45484 45519 45569 45570
What does this mean? <br /><h1>祖母の遺灰は寺院に置かれた骨壷に入っている。</h1>;<h1>Grandmother's ashes are in an urn at the temple.</h1>;37311 37005 34059 33667 45544 45484 45552 45512 45519 45519 45525 45581
What does this mean? <br /><h1>研究者は頭脳の新しい受容器の複合体を識別する。</h1>;<h1>Researchers Identify New Receptor Complex in Brain</h1>;36111 38927 33897 39827 34247 34067 45484 45511 45525
What does this mean? <br /><h1>これは世界の常識であり、資源管理の大原則だ。</h1>;<h1>This is international common sense, the great principle of resource management.</h1>;33489 35213 40047 45546 41365 36003 37503 39965 45480 45484 45525 45582
What does this mean? <br /><h1>いきなり本人に誰何するのも無粋と考えました。</h1>;<h1>I thought it would be boorish to challenge his identity without warning.</h1>;43833 37577 34067 33689 45485 45512 45519 45523 45525 45568
What does this mean? <br /><h1>することを考え、経済的かつ効率的に研究を遂行する必要があります。</h1>;<h1>It is important to think over what you will do, to pursue your studies economically, and effectively.</h1>;34067 33689 34895 39793 36111 34067 34903 45546 45486 45511 45512 45519 45568
What does this mean? <br /><h1>この部屋の本は私の物ではありません。</h1>;<h1>The books in this room aren't mine.</h1>;33490 45525 33657 34095 33527 35481 45546 45484 45519 45525 45568 45582
What does this mean? <br /><h1>でもあいにくの雨で試合は中止になった。</h1>;<h1>But, unfortunately, the game was called off due to rain.</h1>;45502 41723 34991 39431 38505 34277 45484 45556 45512 45514 45525 45582
What does this mean? <br /><h1>彼女と友達になれた時は、それはうれしかったですよ。</h1>;<h1>I was overjoyed when I was able to make friends with her!</h1>;33907 33535 33787 33591 45484 45539 45552 45512 45519 45523 45533 45569
What does this mean? <br /><h1>私は日本人ですが、日本に住んでいません。</h1>;<h1>I'm Japanese, but I don't live in Japan.</h1>;33527 45557 33915 45544 45484 45512 45514 45568 45582 45569
What does this mean? <br /><h1>列車に間に合ったのか？！</h1>;<h1>Did you catch the train?!</h1>;41687 36789 45556 45512 45519 45525 45570
What does this mean? <br /><h1>16年間、ここに住んでいる高木さんも驚きました。</h1>;<h1>Mr Takagi, who's lived here 16 years, was also surprised.</h1>;36199 33507 33915 45544 36835 45485 45512 45514 45519 45568 45582
What does this mean? <br /><h1>彼には本当の病名を知らせないで下さい。</h1>;<h1>Please don't let him know the real name of his illness.</h1>;34179 34885 36501 38607 45484 45548 45511 45512 45514 45516 45525 45582
What does this mean? <br /><h1>こんなに上手に英語で手紙を書けるのにどうして話せないの？</h1>;<h1>Why is it you can write a letter in English this well, but can't speak in it?</h1>;35147 33877 34479 35093 34135 45548 45511 45512 45514 45525 45582
What does this mean? <br /><h1>なぜか、急ぐ気は起こらない。時間は、十分ある。</h1>;<h1>Somehow I just don't feel like hurrying. I have enough time.</h1>;34293 34933 34017 34085 33557 34283 45546 45484 45549 45519 45570
What does this mean? <br /><h1>風が吹くたびに、桜の花びらが、ひらひらと舞い降りてました。</h1>;<h1>The cherry blossoms flutter down whenever the wind blows.</h1>;34843 36635 36633 42591 45486 45512 45519 45523 45525 45568 45581
What does this mean? <br /><h1>夜を徹するか否か。</h1>;<h1>Should I stay up all night or not?</h1>;37599 34067 45511 45570
What does this mean? <br /><h1>でも、それは至極当然のことです。彼らのマナーをあなたはまだ知らないのですから。</h1>;<h1>But that's only natural because you don't know their ways yet.</h1>;45502 33591 36465 35847 41371 34317 34119 45586 45484 45549 45511 45519 45525 45569 45585
What does this mean? <br /><h1>せっかく弁護士の資格があるのにもったいない。</h1>;<h1>What a waste of your lawyer qualifications!</h1>;37495 42277 39993 45546 38291 45486 45512 45519 45525
What does this mean? <br /><h1>パパはラテン語の素養もあったのです。</h1>;<h1>Papa had a classical education.</h1>;38887 45546 45484 45485 45556 45519 45525 45569
What does this mean? <br /><h1>現在、通常のサービスの早急な復旧に努めています。</h1>;<h1>We are currently working to restore normal service as soon as possible.</h1>;35069 35781 34633 42029 45544 45512 45519 45525 45568 45581
What does this mean? <br /><h1>僕には警察よりも何よりもみんながいてくれることの方が心強いのですよ。</h1>;<h1>For my part, having you lot with me is more reassuring than the police or anything!</h1>;34237 36669 37031 34859 37031 34221 45544 34127 35035 41307 45484 45485 45486 45512 45516 45519 45525 45533 45581 45569
What does this mean? <br /><h1>男性は色っぽい女性が大好きなのです。</h1>;<h1>Men love amorous women.</h1>;43425 34805 34193 45484 45486 45519 45525 45569
What does this mean? <br /><h1>自分よりも下品な相手は『下品』と思い、自分よりも上品な相手は『上品ぶっている』と思いますね。</h1>;<h1>You think someone coarser than you is "crude", and someone higher class than you to be "putting on airs".</h1>;33977 37031 44505 36511 44505 33683 33977 37031 37853 36511 37853 45544 33683 45484 45485 45519 45523 45532 45568 45581
What does this mean? <br /><h1>最近、以前からある痔が痛みます。</h1>;<h1>Recently my haemorrhoids, which I've had from before, are painful.</h1>;34863 38935 45586 45546 43721 45486 45519 45568
What does this mean? <br /><h1>このゲームはフィクションです。</h1>;<h1>This game is a work of fiction.</h1>;33490 45525 33531 45484 45569
What does this mean? <br /><h1>このままではわが国の国際競争力はさらに低下する恐れが大きい。</h1>;<h1>At this rate, the risk is high that our country's competitive position will drop even further.</h1>;33490 45525 34511 35719 36495 37171 38101 34067 44935 34053 45484 45486 45514 45516 45519 45525 45582
What does this mean? <br /><h1>仕事が忙しすぎるのも考えものだけど、時間が余るのもなぁ。</h1>;<h1>Being too busy with work is a problem, but then so is having too much free time.</h1>;34001 36793 33557 36375 45480 45485 45486 45519 45525 45529
What does this mean? <br /><h1>彼女を胸に抱き寄せて、額に口付けをした。</h1>;<h1>I clutched her to my chest, and kissed her on her forehead.</h1>;33907 34151 44969 43869 44735 34067 45511 45512 45581
What does this mean? <br /><h1>し、しまったぁ！つい口がすべった。</h1>;<h1>D-drat! I didn't mean to let that slip..</h1>;34067 39515 33553 45486 45556 45519
What does this mean? <br /><h1>話を聞いたのだから興味がある筈だ。</h1>;<h1>He listened to my pitch, so he must be interested.</h1>;35141 33909 45586 43151 45546 45480 45486 45554 45511 45519 45525 45585
What does this mean? <br /><h1>２．ペンで厚紙にブーメランの形を描く。描いたブーメランを切り取る。</h1>;<h1>2. Draw a boomerang shape on the card with a pen. Cut out the boomerang you've drawn.</h1>;34917 37459 42749 42749 45554 45511 45512 45514 45519 45525 45582
What does this mean? <br /><h1>屋根の勾配をどうするか決めるのはとても重要です。</h1>;<h1>It is very important to decide what to do about the slope of the roof.</h1>;36647 33687 34067 33691 33509 35175 45484 45511 45519 45525 45569 45570
What does this mean? <br /><h1>ただ、面白いブログを書くために、人のブログを読むのなら今日から出来る。</h1>;<h1>However, if you're going to read people's blogs in order to write an interesting blog, you can do that right away.</h1>;39133 35143 33931 33993 34115 33943 33607 45586 33937 45511 45512 45519 45519 45525
What does this mean? <br /><h1>自分の職場に、見るからにとても気が強い女性がいます。</h1>;<h1>In my workplace is a woman who's very strong willed, on the face of it.</h1>;33977 41377 33811 45586 33509 34017 33725 34805 45544 45486 45512 45525 45568 45585
What does this mean? <br /><h1>本当の自信と空威張りは別問題だ。</h1>;<h1>True bravery is quite another thing from bravado.</h1>;34885 40303 33989 34861 45480 45484 45523 45525
What does this mean? <br /><h1>私は、気が強い女が嫌なんです。</h1>;<h1>I hate strong-minded women.</h1>;33527 34017 33725 33895 36887 45484 45486 45519 45569
What does this mean? <br /><h1>今いる市民が逃げ出すという事態が危惧されます。</h1>;<h1>It is feared that those citizens now present will run away.</h1>;33899 45544 35577 40775 41745 45486 45519 45568
What does this mean? <br /><h1>彼は困難な事態に対処することが出来ない。</h1>;<h1>He can't cope with difficult situations.</h1>;34179 41823 41745 34067 33937 45484 45486 45548 45512 45519 45519
What does this mean? <br /><h1>牛に乾草をやって、昼の仕事はおわりです。</h1>;<h1>I give the cows hay, and midday's work is over.</h1>;36659 36811 33587 34001 45484 45511 45512 45525 45581 45569
What does this mean? <br /><h1>妻の乾咳が気になります。</h1>;<h1>I'm concerned about my wife's hacking cough.</h1>;34131 34017 34277 45486 45512 45525 45568
What does this mean? <br /><h1>内気な人は外向的な人より短命？</h1>;<h1>Do introverts not live as long as extroverts?</h1>;34115 34115 37031 45484 45519
What does this mean? <br /><h1>ここで迷わず迂回路を取ることにする。</h1>;<h1>Here I decide, without hesitating, to take the alternative route.</h1>;33507 36561 33735 34067 45511 45512 45514 45519 45582
What does this mean? <br /><h1>熱が出るとひきつけを起こすことがあります。</h1>;<h1>Convulsions can occur when they run a fever.</h1>;34675 33783 43357 45546 45486 45511 45519 45523 45568
What does this mean? <br /><h1>彼を待ち伏せる一計を案じた。</h1>;<h1>He has a plan to ambush him.</h1>;34179 45552 45511 45519
What does this mean? <br /><h1>月も出ていない闇夜だった。</h1>;<h1>It was a dark night, with no moon.</h1>;33573 33783 45544 45482 45485 45548 45519 45581
What does this mean? <br /><h1>男性の方が女性より肌が脂っぽいって本当ですか？</h1>;<h1>Is it true that men have oilier skin than women?</h1>;43425 35035 34805 37031 43943 43937 34885 45486 45525 45569 45570
What does this mean? <br /><h1>犬の聴覚の敏感さを人間と比べると、はるかに上だ。</h1>;<h1>The hearing acuity of dogs is superior by far to that of humans.</h1>;37205 44357 34875 35969 44287 45480 45511 45512 45523 45525
What does this mean? <br /><h1>日本文化に造詣深いことはいいことです。</h1>;<h1>Being knowledgeable about Japanese culture is a good thing.</h1>;45557 34981 36019 45484 45512 45569
What does this mean? <br /><h1>教育のメルマガを発行したい方はこちら！</h1>;<h1>People who want to put out an ezine on education, come this way!</h1>;35389 38621 34067 35035 36345 45484 45511 45519 45525
